Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01405E+12,3-May-14,15-Apr-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01405E+12,2-May-14,1-May-14,LIH,Lihue Airport,Hawaiian Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01405E+12,4-May-14,2-May-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01405E+12,2-May-14,28-Apr-14,MSY,New Orleans International,Southwest Airlines  ,Property Damage,Checked Baggage,Food & Drink,-,-
2.01405E+12,11-Mar-14,7-Feb-14,DEN,Denver International Airport ,Frontier Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01405E+12,30-Apr-14,14-Apr-14,SEA,Seattle-Tacoma International,KLM Royal Dutch Airlines,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01405E+12,30-Apr-14,2-Mar-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01405E+12,29-Apr-14,2-Apr-14,CRW,"Yeager, Charleston",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,35.90,Approve in Full
2.01405E+12,30-Apr-14,21-Apr-14,SNA,John Wayne,Westjet Airlines Ltd  ,Property Damage,Checkpoint,Sporting Equipment & Supplies,86.80,Settle
2.01405E+12,2-May-14,25-Apr-14,SBA,Santa Barbara Municipal,Frontier Airlines,Passenger Property Loss,Checkpoint,Personal Accessories,213.73,Settle
2.01405E+12,4-May-14,26-Apr-14,DTW,Detroit Metropolitan Wayne County Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Currency,0.00,Deny
2.01405E+12,2-May-14,11-Apr-14,BIL,"Billings, MT",Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,4-May-14,23-Apr-14,OGG,"Kahului-Maui, HI",American Airlines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,75.00,Approve in Full
2.01405E+12,5-May-14,2-May-14,PHL,Philadelphia International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,55.00,Approve in Full
2.01405E+12,2-May-14,8-Apr-14,JFK,John F. Kennedy International,Egypt Air  ,Passenger Property Loss,Checked Baggage,Personal Electronics,500.00,Settle
2.01405E+12,4-May-14,3-May-14,OMA,Eppley Airfield,American Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,15.00,Approve in Full
2.01405E+12,1-May-14,5-Sep-13,F,Foreign airport,Westjet Airlines Ltd  ,Passenger Property Loss,Other,Other,0.00,Deny
2.01405E+12,1-May-14,4-Apr-14,RNO,Reno/Tahoe International,USAir  ,Passenger Property Loss,Checked Baggage,Medical/Science,100.00,Approve in Full
2.01405E+12,1-May-14,19-Apr-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01405E+12,1-May-14,24-Apr-14,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,Clothing,59.99,Approve in Full
2.01405E+12,1-May-14,13-Apr-14,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01405E+12,2-May-14,20-Apr-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01405E+12,26-Jun-14,20-Apr-14,TPA,Tampa International,Spirit Airlines,Personal Injury,Checkpoint,-,-,-
2.01405E+12,3-May-14,5-Apr-14,RSW,Southwest Florida International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,38.86,Approve in Full
2.01405E+12,5-May-14,25-Mar-14,SMF,Sacramento International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01405E+12,4-May-14,21-Apr-14,IAH,Houston - George Bush Intercontinental Airport,UAL  ,Property Damage,Checked Baggage,Clothing; Food & Drink,0.00,Deny
2.01405E+12,5-May-14,2-May-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,5.24,Approve in Full
2.01405E+12,3-May-14,26-Apr-14,BOS,Boston (Logan) International Airport ,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,5-May-14,30-Apr-14,BDL,Bradley International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,365.76,Approve in Full
2.01405E+12,5-May-14,4-May-14,DTW,Detroit Metropolitan Wayne County Airport,Frontier Airlines,Property Damage,Checkpoint,Clothing,-,-
2.01405E+12,5-May-14,30-Apr-14,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,0.00,Deny
2.01405E+12,5-May-14,25-Apr-14,ABQ,Albuquerque International Sunport Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,0.00,Deny
2.01405E+12,5-May-14,1-May-14,STL,Lambert St. Louis International,American Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,-,-
2.01405E+12,8-May-14,6-Apr-14,F,Foreign airport,Ethopian Airlines,Passenger Property Loss,Checked Baggage,Medical/Science; Other,-,-
2.01405E+12,1-May-14,27-Apr-14,MSP,Minneapolis/ St.Paul International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,5-May-14,4-May-14,DCA,Ronald Reagan Washington National Airport,USAir  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Jewelry & Watches,0.00,Deny
2.01405E+12,5-May-14,2-May-14,SAN,San Diego International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,170.18,Settle
2.01405E+12,5-May-14,20-Mar-14,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01405E+12,5-May-14,24-Mar-14,MKE,General Mitchell International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Accessories,0.00,Deny
2.01405E+12,9-May-14,1-Apr-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,0.00,Deny
2.01405E+12,28-Apr-14,11-Mar-14,SAN,San Diego International,UAL  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01405E+12,30-Apr-14,21-Apr-14,DSM,Des Moines International,USAir  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01405E+12,6-May-14,7-Apr-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,0.00,Deny
2.01405E+12,28-Apr-14,28-Mar-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,28-Apr-14,13-Apr-14,JFK,John F. Kennedy International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,190.71,Approve in Full
2.01405E+12,6-May-14,30-Apr-14,EWR,Newark International Airport,Air Canada,Passenger Property Loss,Checked Baggage,Personal Electronics,0.00,Deny
2.01405E+12,6-May-14,30-Apr-14,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing; Sporting Equipment & Supplies,-,-
2.01405E+12,9-May-14,26-Apr-14,OAK,Metropolitan Oakland International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,254.28,Approve in Full
2.01405E+12,30-Apr-14,10-Apr-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,5-May-14,10-Mar-14,HNL,Honolulu International Airport,All Nippon Airways  ,Property Damage,Checkpoint,Home Decor,193.76,Settle
2.01405E+12,2-May-14,24-Apr-14,LGA,LaGuardia ,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,0.00,Deny
2.01405E+12,28-Apr-14,5-Feb-14,JFK,John F. Kennedy International,Emirates,Property Damage,Checked Baggage,Baggage/Cases/Purses,174.19,Approve in Full
2.01405E+12,1-May-14,28-Mar-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,107.65,Approve in Full
2.01405E+12,28-Apr-14,4-Mar-14,AUS,Austin-Bergstrom International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,28-Apr-14,16-Apr-14,SAV,Savannah International,Jet Blue,Motor Vehicle,Checked Baggage,Personal Electronics,-,-
2.01405E+12,1-May-14,22-Mar-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checked Baggage,Musical Instruments & Accessories,1200.00,Approve in Full
2.01405E+12,28-Apr-14,30-Mar-14,YNG,Youngstown-Warren Regional,Allegiant Air,Passenger Property Loss,Checked Baggage,Currency,-,-
2.01405E+12,28-Apr-14,4-Jan-14,LAX,Los Angeles International Airport ,All Nippon Airways  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0.00,Deny
2.01405E+12,1-May-14,28-Apr-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0.00,Deny
2.01405E+12,28-Apr-14,15-Mar-14,RSW,Southwest Florida International,Southwest Airlines  ,Property Damage,Checkpoint,Other,-,-
2.01405E+12,12-May-14,5-May-14,HNL,Honolulu International Airport,UAL  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Household Items,62.50,Settle
2.01405E+12,5-May-14,18-Apr-14,LAX,Los Angeles International Airport ,KLM Royal Dutch Airlines,Property Damage,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,5-May-14,14-Apr-14,SYR,Syracuse-Hancock International,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,5-May-14,20-May-13,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,12-May-14,10-Apr-14,CLT,Charlotte/Douglas International Airport,USAir  ,Property Damage,Checked Baggage,Other,55.00,Approve in Full
2.01405E+12,5-May-14,14-Mar-14,JFK,John F. Kennedy International,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,6-May-14,29-Apr-14,BOS,Boston (Logan) International Airport ,Lufthansa  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,5-May-14,7-Apr-14,MKE,General Mitchell International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0.00,Deny
2.01405E+12,5-May-14,2-May-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras; Food & Drink,0.00,Deny
2.01405E+12,4-May-14,24-Apr-14,TUL,Tulsa International Airport,American Airlines  ,Passenger Property Loss,Checked Baggage,-,-,-
2.01405E+12,5-May-14,19-Mar-14,HNL,Honolulu International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01405E+12,5-May-14,28-Dec-13,BTR,Baton Rouge Metropolitan,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Other; Travel Accessories,48.93,Approve in Full
2.01405E+12,5-May-14,27-Apr-14,LAX,Los Angeles International Airport ,UAL  ,Property Damage,Checkpoint,Travel Accessories,280.00,Settle
2.01405E+12,6-May-14,3-May-14,LAX,Los Angeles International Airport ,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,378.00,Approve in Full
2.01405E+12,12-May-14,19-Apr-14,EWR,Newark International Airport,Lufthansa  ,Passenger Property Loss,Checked Baggage,Clothing,34.70,Approve in Full
2.01405E+12,5-May-14,16-Apr-14,HNL,Honolulu International Airport,Westjet Airlines Ltd  ,Passenger Property Loss,Checked Baggage,Clothing,41.50,Settle
2.01405E+12,6-May-14,3-May-14,IAD,Washington Dulles International,Scandinavian Airlines Systems  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,15.00,Approve in Full
2.01405E+12,5-May-14,26-Mar-14,SEA,Seattle-Tacoma International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,864.00,Approve in Full
2.01405E+12,5-May-14,11-Apr-14,JFK,John F. Kennedy International,Virgin America,Property Damage,Checkpoint,Personal Electronics,293.21,Approve in Full
2.01405E+12,12-May-14,2-May-14,LAX,Los Angeles International Airport ,Virgin America,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01405E+12,5-May-14,28-Mar-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0.00,Deny
2.01405E+12,7-May-14,11-Apr-14,MIA,Miami International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01405E+12,7-May-14,22-Apr-14,SAV,Savannah International,Jet Blue,Passenger Property Loss,Checked Baggage,Computer & Accessories,0.00,Deny
2.01405E+12,7-May-14,12-Apr-14,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Other,150.00,Approve in Full
2.01405E+12,6-May-14,1-May-14,ORD,Chicago O'Hare International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Clothing,0.00,Deny
2.01405E+12,5-May-14,29-Apr-14,PHX,Phoenix Sky Harbor International,USAir  ,Passenger Property Loss,Checkpoint,Personal Accessories,-,-
2.01405E+12,5-May-14,28-Mar-14,MCO,Orlando International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,5-May-14,12-Jul-13,SEA,Seattle-Tacoma International,UAL  ,Property Damage,Checked Baggage,Computer & Accessories,110.00,Approve in Full
2.01405E+12,2-May-14,25-Apr-14,DEN,Denver International Airport ,Frontier Airlines,Passenger Property Loss,Checkpoint,Currency,0.00,Deny
2.01405E+12,5-May-14,3-Jan-14,JFK,John F. Kennedy International,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01405E+12,7-May-14,14-Apr-14,EWR,Newark International Airport,UAL  ,Property Damage,Checkpoint,Personal Electronics,299.00,Settle
2.01405E+12,6-May-14,1-May-14,OMA,Eppley Airfield,American Airlines  ,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01405E+12,12-May-14,24-Apr-14,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,-,-,-
2.01405E+12,7-May-14,3-Apr-14,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0.00,Deny
2.01405E+12,30-Apr-14,15-Apr-14,OGG,"Kahului-Maui, HI",Westjet Airlines Ltd  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50.00,Settle
2.01405E+12,7-May-14,3-May-14,SJU,Luis Munoz Marin International,Condor Air,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0.00,Deny
2.01405E+12,7-May-14,20-Apr-14,DEN,Denver International Airport ,Southwest Airlines  ,Property Damage,Checkpoint,Personal Accessories,60.00,Settle
2.01405E+12,7-May-14,24-Apr-14,MCO,Orlando International Airport,Spirit Airlines,Passenger Property Loss,Checked Baggage,Other,59.25,Approve in Full
2.01405E+12,7-May-14,5-May-14,RDU,Raleigh-Durham International,Frontier Airlines,Passenger Property Loss,Checkpoint,Clothing,-,-
2.01405E+12,7-May-14,19-Apr-14,SAF,Santa Fe Municipal,-,Passenger Property Loss,Checked Baggage,Travel Accessories,10.00,Approve in Full
2.01405E+12,1-May-14,15-Apr-14,CVG,Cincinnati/Northern Kentucky International,UAL  ,Property Damage,Checkpoint,Computer & Accessories,1061.86,Approve in Full
2.01405E+12,7-May-14,24-Apr-14,LAS,McCarran International,UAL  ,Property Damage,Checkpoint,Other,0.00,Deny
2.01405E+12,6-May-14,1-May-14,LAX,Los Angeles International Airport ,USAir  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01405E+12,7-May-14,21-Apr-14,F,Foreign airport,UAL  ,Passenger Property Loss,Checked Baggage,Cameras,0.00,Deny
2.01405E+12,1-May-14,11-Apr-14,OAK,Metropolitan Oakland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,259.78,Settle
2.01405E+12,2-May-14,21-Apr-14,DEN,Denver International Airport ,-,Property Damage,Checkpoint,Personal Accessories,292.79,Settle
2.01405E+12,7-May-14,4-May-14,MSY,New Orleans International,UAL  ,Property Damage,Checkpoint,Personal Electronics,-,-
2.01405E+12,6-May-14,19-Apr-14,MCO,Orlando International Airport,Copa Airlines,Passenger Property Loss,Checkpoint,Jewelry & Watches,166.25,Settle
2.01405E+12,5-May-14,27-Mar-14,BOS,Boston (Logan) International Airport ,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,135.00,Approve in Full
2.01405E+12,5-May-14,22-Apr-14,PDX,Portland International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0.00,Deny
2.01405E+12,7-May-14,21-Apr-14,SEA,Seattle-Tacoma International,Alaska Airlines  ,Passenger Property Loss,Checkpoint,Other,-,-
2.01405E+12,7-May-14,23-Apr-14,SNA,John Wayne,UAL  ,Property Damage,Checked Baggage,Other,24.00,Approve in Full
2.01405E+12,7-May-14,2-Apr-14,BOS,Boston (Logan) International Airport ,Jet Blue,Passenger Property Loss,Checked Baggage,Clothing,198.00,Approve in Full
2.01405E+12,7-May-14,11-Apr-14,ORD,Chicago O'Hare International Airport,UAL  ,Property Damage,Checked Baggage,Home Decor,186.32,Approve in Full
2.01405E+12,7-May-14,12-Mar-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,75.00,Approve in Full
2.01405E+12,6-May-14,8-Mar-14,JFK,John F. Kennedy International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,170.95,Settle
2.01405E+12,7-May-14,19-Apr-14,SAT,San Antonio International,-,Property Damage,Checkpoint,Computer & Accessories,0.00,Deny
2.01405E+12,5-May-14,21-Apr-12,SJC,Norman Y Mineta San Jose International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0.00,Deny
2.01405E+12,7-May-14,7-Apr-14,PSP,Palm Springs International,Alaska Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0.00,Deny
2.01405E+12,6-May-14,28-Apr-14,ILG,New Castle Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Hunting & Fishing Items",0.00,Deny
2.01405E+12,9-May-14,25-Apr-14,DEN,Denver International Airport ,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Other,0.00,Deny
2.01405E+12,9-May-14,22-Apr-14,PHX,Phoenix Sky Harbor International,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,-,-
2.01405E+12,13-May-14,28-Mar-14,IAH,Houston - George Bush Intercontinental Airport,British Airways  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,73.00,Approve in Full
2.01405E+12,9-May-14,15-Mar-14,MIA,Miami International Airport,American Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other,-,-
2.01405E+12,9-May-14,21-Feb-14,TYS,"Mcghee Tyson ,Knoxville",USAir  ,Property Damage,Checkpoint,-,179.00,Approve in Full
2.01405E+12,9-May-14,7-May-14,EWR,Newark International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0.00,Deny
2.01405E+12,7-May-14,3-May-14,DFW,Dallas-Fort Worth International Airport ,American Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,28.00,Approve in Full
2.01405E+12,8-May-14,15-Mar-14,-,-,Southwest Airlines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01405E+12,9-May-14,18-Apr-14,CAE,Columbia Metropolitan,UAL  ,Passenger Property Loss,Checkpoint,Medical/Science,0.00,Deny
2.01405E+12,6-May-14,23-Apr-14,IAD,Washington Dulles International,Virgin Atlantic,Property Damage,Checked Baggage,Baggage/Cases/Purses,84.00,Approve in Full
2.01405E+12,6-May-14,16-Apr-14,PHX,Phoenix Sky Harbor International,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,8-May-14,3-Apr-14,SJC,Norman Y Mineta San Jose International,Jet Blue,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,7-May-14,7-Apr-14,SLC,Salt Lake City International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,120.00,Approve in Full
2.01405E+12,9-May-14,4-Apr-14,LAS,McCarran International,USAir  ,Passenger Property Loss,Checked Baggage,Currency,0.00,Deny
2.01405E+12,7-May-14,15-Apr-14,MSY,New Orleans International,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,136.24,Approve in Full
2.01405E+12,7-May-14,6-May-14,PHX,Phoenix Sky Harbor International,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,9-May-14,6-May-14,ORD,Chicago O'Hare International Airport,Turkish Airlines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
2.01405E+12,7-May-14,29-Apr-14,BNA,Nashville International,Southwest Airlines  ,Property Damage,Checkpoint,Computer & Accessories,755.00,Approve in Full
2.01405E+12,9-May-14,29-Apr-14,LAS,McCarran International,OMNI Air Express- (OY),Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0.00,Deny
2.01405E+12,7-May-14,24-Apr-14,BOS,Boston (Logan) International Airport ,Jet Blue,Property Damage,Checkpoint,Jewelry & Watches,300.00,Settle
2.01405E+12,8-May-14,11-Apr-14,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,0.00,Deny
2.01405E+12,8-May-14,17-Apr-14,-,-,-,Property Damage,Checked Baggage,Jewelry & Watches,-,-
2.01405E+12,8-May-14,28-Apr-14,TPA,Tampa International,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0.00,Deny
2.01405E+12,9-May-14,4-May-14,F,Foreign airport,USAir  ,Passenger Property Loss,Other,Jewelry & Watches,0.00,Deny
